0.5	2.922978926	0.000747552059	2.922775536	2.923053467	2.922808763	2.923078196	2.923074283	2.922969932	2.922903504	2.922740397	2.922614128	2.9230549	2.923219882	2.92297112	2.923057977	2.923358874	2.922874472	2.922990868	2.923098102	2.922826212	2.922945938	2.923161978	
0.75	0.7292193766	0.001238393163	0.7293636748	0.7292336288	0.7284979089	0.7291767776	0.7292209219	0.7294189936	0.7290091989	0.7291904359	0.7296162268	0.7293736459	0.7294066058	0.7292213588	0.7296242667	0.7290584442	0.7294991722	0.7286743272	0.7289271754	0.7294355841	0.7290292738	0.7294099117	
1	0.274290514	0.001635323278	0.2741420257	0.2749972709	0.2741722683	0.2741815717	0.2745568484	0.2743445239	0.2734019651	0.2738567537	0.2743578307	0.2740327822	0.2743956272	0.2745632601	0.2739210396	0.2748169292	0.2747845564	0.27387564	0.2739814821	0.2743342271	0.2745236505	0.2745700276	
1.5	0.07238601478	0.002720526439	0.07164046839	0.07297957877	0.07132263322	0.07233651757	0.07207906017	0.07289533399	0.0718344149	0.07212899094	0.07397330233	0.07289366782	0.07308505983	0.072644136	0.07229793875	0.07174467124	0.07168779176	0.07193652309	0.07300700023	0.07277033463	0.07219124513	0.07227162688	
2	0.02745256757	0.007939139978	0.02733322797	0.02456146406	0.0302316258	0.02814104936	0.02800641987	0.03034186395	0.02745786473	0.02873203237	0.02414848514	0.02662471877	0.02505107802	0.02934998816	0.02812908559	0.02620967012	0.02920177358	0.02989327206	0.02609166095	0.02553524262	0.02611980831	0.02789101997	
2.5	-0.00657863188	0.02316979458	-0.00351781265	-0.01206683841	-0.01298664908	-0.006464285419	-0.001746342914	-0.009694580944	-0.005923516753	-0.005018111901	-0.0009583779384	-0.00782581874	-0.01054725049	-0.01743318802	0.008297010084	-0.003208182649	-0.008593617705	-0.01117409859	-0.006997345688	-0.004133216973	-0.008677156016	-0.002903256814	
3	0.002037179084	0.03418060123	-0.001000348754	0.0009695714758	-0.006321903848	-0.004329505841	0.005786653455	0.01391232936	0.01223147722	-0.009789208413	0.000984726796	-0.004427993898	0.001541638154	0.01964558683	0.004614049016	0.009345009705	-0.007737685196	-0.001908630384	0.00286227295	0.008083297777	-0.009546493887	0.005828739157	
3.5	-0.03894445466	0.1082439997	-0.04940535533	-0.06231847631	-0.06565340343	-0.03314717035	0.006612622122	-0.06090984772	-0.01153015382	-0.01197446648	-0.05952548519	-0.04824099353	-0.05048509369	-0.07276204951	-0.02287646378	-0.07470465069	-0.03666008214	-0.007789422935	-0.0373769855	-0.03219333665	-0.05636187965	0.008413601388	
4	-0.3303619291	0.2764316669	-0.4248416541	-0.3308250084	-0.1842784259	-0.3247717593	-0.2105139278	-0.3270711236	-0.3009522335	-0.3836534049	-0.3357257383	-0.3784685636	-0.3483078597	-0.3105464387	-0.3575007757	-0.2593425687	-0.3981952846	-0.3995708734	-0.2594290983	-0.3519737573	-0.4176351543	-0.3036349317	
4.5	0.3498896805	0.6628841791	0.3965772571	0.5336805995	0.1880051403	0.243579318	0.2466645936	0.2965459598	0.4864608608	0.1933228444	0.7187183662	0.252506993	0.4547154853	0.1613590207	0.1112648356	0.3519765863	0.2707541664	0.3390882075	0.3886073785	0.3583917904	0.6225938058	0.3829804006	
5	1.804848451	1.904514561	2.073093442	2.394815346	1.899562993	2.047872642	1.691189327	1.615306601	2.150436553	1.345836409	2.79985666	2.092986606	1.818242127	1.63907865	1.704866341	1.129058516	0.8982208942	2.216241062	1.942927945	1.738914633	1.208301996	1.690160272	
